,raw_ingr,raw_words,processed,len_proc,replaced,count,id,name_normalizado,name,Nitrogen,Protein,Total lipid (fat),"Carbohydrate, by difference",Ash,Energy,Starch,Sucrose,Glucose (dextrose),Fructose,Lactose,Maltose,"Alcohol, ethyl",Specific Gravity,Acetic acid,Citric acid,Lactic acid,Malic acid,"Carbohydrate, by summation",Water,Sorbitol,Caffeine,Theobromine,"Sugars, Total NLEA","Carbohydrate, other",Galactose,Xylitol,"Fiber, total dietary",Ribose,"Fiber, soluble","Fiber, insoluble",Total fat (NLEA),Total sugar alcohols,"Calcium, Ca","Chlorine, Cl","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Sulfur, S","Zinc, Zn","Chromium, Cr","Cobalt, Co","Copper, Cu","Fluoride, F","Iodine, I","Manganese, Mn","Molybdenum, Mo","Selenium, Se","Vitamin A, IU",Retinol,"Vitamin A, RAE","Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin D2 (ergocalciferol),Vitamin D3 (cholecalciferol),25-hydroxycholecalciferol,Vitamin D (D2 + D3),Phytoene,Phytofluene,Zeaxanthin,"Cryptoxanthin, beta",Lutein,Lycopene,Lutein + zeaxanthin,Vitamin E (label entry primarily),"Tocopherol, beta","Tocopherol, gamma","Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, beta","Tocotrienol, gamma","Tocotrienol, delta","Boron, B","Nickel, Ni",Vitamin E,cis-beta-Carotene,cis-Lycopene,cis-Lutein/Zeaxanthin,"Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,Biotin,"Folate, total",Vitamin B-12,"Choline, total",Inositol,Vitamin K (Menaquinone-4),Vitamin K (Dihydrophylloquinone),Vitamin K (phylloquinone),Folic acid,"Folate, food",5-methyl tetrahydrofolate (5-MTHF),"Folate, DFE",10-Formyl folic acid (10HCOFA),5-Formyltetrahydrofolic acid (5-HCOH4,"Choline, free","Choline, from phosphocholine","Choline, from phosphotidyl choline","Choline, from glycerophosphocholine",Betaine,"Choline, from sphingomyelin",Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,Cysteine,Glutamine,Taurine,"Sugars, added","Vitamin E, added","Vitamin B-12, added",Cholesterol,"Fatty acids, total trans","Fatty acids, total saturated",4:0,6:0,8:0,10:0,12:0,14:0,16:0,18:0,20:0,18:1,18:2,18:3,20:4,22:6 n-3 (DHA),22:0,14:1,16:1,18:4,20:1,20:5 n-3 (EPA),22:1,22:5 n-3 (DPA),14:1 t,Phytosterols,Stigmasterol,Campesterol,Brassicasterol,Beta-sitosterol,Campestanol,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",Beta-sitostanol,Delta-5-avenasterol,"Phytosterols, other",15:0,17:0,24:0,16:1 t,18:1 t,22:1 t,18:2 t not further defined,18:2 i,"18:2 t,t",18:2 CLAs,24:1 c,"20:2 n-6 c,c",16:1 c,18:1 c,"18:2 n-6 c,c",22:1 c,"18:3 n-6 c,c,c",17:1,20:3,"Fatty acids, total trans-monoenoic","Fatty acids, total trans-dienoic","Fatty acids, total trans-polyenoic",13:0,15:1,22:2,11:0,Epigallocatechin-3-gallate,Inulin,"18:3 n-3 c,c,c (ALA)",20:3 n-3,20:3 n-6,20:4 n-6,18:3i,21:5,22:4,18:1-11 t (18:1t n-7),20:3 n-9,"Sugars, total including NLEA",5:0,7:0,9:0,21:0,23:0,12:1,14:1 c,17:1 c,20:1 c,20:1 t,22:1 n-9,22:1 n-11,18:2 c,18:3 c,18:3 t,20:3 c,22:3,20:4 c,20:5 c,22:5 c,22:6 c,20:2 c,trans-beta-Carotene,trans-Lycopene,"Cryptoxanthin, alpha",Total dietary fiber (AOAC 2011.25),id_join
7525,oranges,1,orange,6,orange,1383,5038,oranges,"oranges, raw, navels (includes foods for usda's food distribution program)",0.17,0.91,0.31,11.8,0.53,196.0,0.0,5.22,2.56,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,87.9,0.0,0.0,0.0,8.57,0.0,0.0,0.0,2.1,0.0,0.2,1.9,0.0,0.0,0.057,0.0,0.00091,0.0116999999999999,0.025,0.188,0.021,0.0,0.00032,0.0,0.0,0.000104,0.0,0.0,4.1e-05,0.0,1.0000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655999999999999,0.000116,6.4e-05,0.0004689999999999,0.000383,0.000129,0.0,6.8e-05,0.0,0.0,0.0,0.0,0.0,1.0000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.017,0.028,0.035,0.0069999999999999,0.01,0.12,0.013,0.025,0.107,0.012,0.03,0.132,0.6,0.021,0.168,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oranges
7754,carrots,1,carrot,6,carrot,11504,1093,carrots,"carrots, whole, unprepared, vitamin e -nf99144g",0.18,0.81,1.51,7.92,1.51,153.0,0.62,4.25,1.54,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,91.4,0.0,0.0,0.0,4.2,0.0,0.0,0.0,3.2,0.0,1.6,2.1,0.42,0.0,0.039,0.0,0.0005899999999999,0.0128,0.038,0.29,0.075,0.0,0.00046,0.0,0.0,0.000176,0.0,0.0,0.000177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,4.5e-05,6.500000000000001e-05,0.000486,0.000224,9.5e-05,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,1.84e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069999999999999,0.222,0.074,0.1,0.115,0.019,0.072,0.068,0.061,0.071,0.1,0.047,0.104,0.132,0.263,0.051,0.042,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carrots
8080,kiwi fruit,2,kiwi fruit,10,kiwi fruit,233,4082,kiwifruit,"kiwifruit, green, raw",0.17,1.06,0.44,14.0,0.63,241.0,0.0,0.15,4.11,4.35,0.02,0.19,0.0,0.0,0.0,0.0,0.0,0.0,12.0,83.9,0.0,0.0,0.0,8.99,0.0,0.17,0.0,3.0,0.0,0.7,2.3,0.0,0.0,0.035,0.0,0.0002399999999999,0.0157,0.034,0.198,0.005,0.0,0.00014,0.0,0.0,0.000134,0.0,0.0,6.4e-05,0.0,2.0000000000000002e-07,0.0,0.0,4e-06,5.2e-05,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000122,0.0,0.0,3e-05,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0747,2.7e-05,2.5e-05,0.00037,0.000206,6.1e-05,0.0,2.6e-05,0.0,0.0,0.0,0.0,0.0,4.03e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.043,0.046,0.059,0.055,0.022,0.028,0.039,0.03,0.052,0.073,0.024,0.048,0.113,0.165,0.054,0.04,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kiwi fruit
8379,mustard,1,mustard,7,mustard,2469,4880,mustard,"vitamin k, mustard, yellow, store brand, great value & great value (al1,ok1) - nfy120i13",0.78,4.25,4.11,5.3,3.94,254.0,0.7,0.48,0.58,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,84.4,0.0,0.0,0.0,1.42,0.0,1.1,0.0,6.6,0.0,0.0,0.0,3.76,0.0,0.068,0.0,0.0018,0.0507,0.118,0.184,1.27,0.0,0.0007,0.0,0.0,9.2e-05,0.0,0.0,0.000497,0.0,3.98e-05,0.0,0.0,4e-06,5.8e-05,2e-06,0.00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6e-05,0.0,0.0,0.000133,0.0,2e-05,0.0022299999999999,0.00011,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.000449,8.900000000000001e-05,0.00063,0.00031,8e-05,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,1.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.17,0.34,0.32,0.1,0.12,0.19,0.15,0.22,0.3,0.14,0.19,0.45,0.86,0.27,0.57,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.252,0.0,0.0,0.0,0.022,0.005,0.005,0.146,0.052,0.025,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.903,0.0,0.0,0.0,0.003,0.002,0.011,0.0,0.011,0.0,0.009,0.0,0.0,0.001,0.086,0.012,0.01,0.958,0.453,1.28,0.002,0.001,0.0,0.004,0.006,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.47,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.0,0.0,0.0,0.424,0.444,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,mustard
8586,bartlett pears,2,bartlett pear,13,bartlett pear,59,379,bartlett pears,"bartlett pears, regions 2 & 3, n/a, yes, carotenoids - nfy010570 (freeze dried)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.0,5.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bartlett pears
8620,tuna,1,tuna,4,tuna,588,7284,tuna,"vitamin b6, tuna, canned, in water, drained solids, store brand,  great value &  safeway (al,ca1) - nfy090s5u",3.36,0.0,1.27,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0024,0.0266,0.179,0.197,0.35,0.0,0.00111,0.0,0.0,5.9e-05,0.0,0.0,4.1e-05,0.0,8.14e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,8.999999999999999e-05,0.0113,0.000148,0.000325,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.01,0.3,0.004,0.0,0.0,0.006,0.002,0.018,0.182,0.065,0.003,0.0,0.0,0.0,0.034,0.272,0.004,0.0,0.0,0.005,0.01,0.04,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.32,0.0,0.0,0.0,0.008,0.01,0.004,0.003,0.006,0.0,0.002,0.0,0.0,0.0,0.011,0.004,0.024,0.129,0.063,0.0,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.002,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.005,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tuna
8952,egg yolk,2,egg yolk,8,egg yolk,2693,2512,egg yolk,egg yolk,2.55,0.0,26.7,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.00467,0.0121999999999999,0.464,0.11,0.072,0.0,0.00311,0.0,0.0,0.0,0.0,0.000256,8.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-05,2.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,egg yolk
8953,egg yolks,2,egg yolk,8,egg yolk,2693,2512,egg yolks,"egg yolks, dried",5.78,0.0,57.2,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.0101,0.0285,0.997,0.242,0.161,0.0,0.00766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,egg yolks
8954,egg yolks,2,egg yolk,8,egg yolk,2693,2512,egg yolks dried,egg yolks dried,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52e-05,3.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,egg yolks
8983,sunflower seeds,2,sunflower seed,14,sunflower seed,636,6937,sunflower seeds,"sunflower seeds, dry roasted, salted, store/other - ga, nj",0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,4.2e-05,0.0,0.00117,0.0023,0.00098,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054,0.0,0.0,0.0,0.00087,0.0,0.0,0.0,0.052,0.0,0.0,4e-06,3.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0417,0.0005,0.003,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,2.37,2.25,0.207,0.0,0.0,0.0,0.02,0.0,0.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.027,0.217,0.0,0.596,0.0,0.225,0.0,0.0,0.018,0.008,0.0,0.03,34.3,13.6,0.0,0.005,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.0,0.0069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sunflower seeds
9058,ground turkey,2,ground turkey,13,ground turkey,844,3548,ground turkey,"vitamin e, ground turkey, 93% lean, 7% fat, raw (national)",4.64,29.0,13.8,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0023599999999999,0.0306,0.268,0.347,0.106,0.0,0.00398,0.0,0.0,0.000185,0.0,0.0,1.8e-05,0.0,3.03e-05,0.0,3.1e-05,0.0,0.0,0.0,0.0001799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.00019,3e-05,4e-05,0.0,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.00033,0.00907,0.0014,0.000497,0.0,0.0,1.9e-06,0.0787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0016,0.0655,0.0009,0.0123,0.0081,0.21,0.85,0.81,1.51,1.63,0.54,0.2,0.71,0.64,0.84,1.35,0.51,1.16,1.77,2.98,1.07,0.84,0.79,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.004,0.0,0.003,0.006,0.025,0.102,2.12,0.83,0.01,0.0,0.0,0.0,0.188,0.013,0.004,0.0,0.0,0.001,0.043,0.008,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.03,0.002,0.009,0.117,0.0,0.052,0.0,0.0,0.022,0.011,0.022,0.466,3.47,3.23,0.002,0.011,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.189,0.002,0.016,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ground turkey
